Creditor_Name ,Invoice Line Amount,Payment_Date,Expenditure Category/Description,LA Department
REDACTED PERSONAL INFORMATION,12.5,45329,Children Looked After,Childrens Services
REDACTED PERSONAL INFORMATION,699.8000000000001,45329,MFM Foster Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,154,45329,MFM Foster Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,126,45329,MFM Foster Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,648.58,45329,LC Staying Put,Childrens Services
REDACTED PERSONAL INFORMATION,527.94,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,699.86,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,-15,45329,Income Receipts,Children Services
REDACTED PERSONAL INFORMATION,-1.5,45329,Ext Inc Other Recover Charges,Childrens Services
REDACTED PERSONAL INFORMATION,398.16,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,553.28,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,-26.75,45329,Income Receipts,Children Services
REDACTED PERSONAL INFORMATION,-1.54,45329,Ext Inc Other Recover Charges,Childrens Services
REDACTED PERSONAL INFORMATION,159.32,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,453.18,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,611.24,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,-15,45329,Income Receipts,Children Services
REDACTED PERSONAL INFORMATION,-1.5,45329,Ext Inc Other Recover Charges,Childrens Services
REDACTED PERSONAL INFORMATION,349.86,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,495.18,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,-14.98,45329,Income Receipts,Children Services
REDACTED PERSONAL INFORMATION,-1.54,45329,Ext Inc Other Recover Charges,Childrens Services
REDACTED PERSONAL INFORMATION,47.58,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,356.44,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,503.44,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,-15,45329,Income Receipts,Children Services
REDACTED PERSONAL INFORMATION,-1.5,45329,Ext Inc Other Recover Charges,Childrens Services
REDACTED PERSONAL INFORMATION,349.86,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,495.18,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,-15,45329,Income Receipts,Children Services
REDACTED PERSONAL INFORMATION,-1.5,45329,Ext Inc Other Recover Charges,Childrens Services
REDACTED PERSONAL INFORMATION,527.94,45329,Asylum Immigration,Childrens Services
REDACTED PERSONAL INFORMATION,699.86,45329,Asylum Immigration,Childrens Services
REDACTED PERSONAL INFORMATION,-15,45329,Income Receipts,Children Services
REDACTED PERSONAL INFORMATION,-1.5,45329,Ext Inc Other Recover Charges,Childrens Services
REDACTED PERSONAL INFORMATION,648.62,45329,LC Staying Put,Childrens Services
REDACTED PERSONAL INFORMATION,398.16,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,553.28,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,-14.98,45329,Income Receipts,Children Services
REDACTED PERSONAL INFORMATION,-1.54,45329,Ext Inc Other Recover Charges,Childrens Services
REDACTED PERSONAL INFORMATION,648.58,45329,LC Staying Put,Childrens Services
REDACTED PERSONAL INFORMATION,527.94,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,648.62,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,-14.98,45329,Income Receipts,Children Services
REDACTED PERSONAL INFORMATION,-1.54,45329,Ext Inc Other Recover Charges,Childrens Services
REDACTED PERSONAL INFORMATION,-50,45329,LC Staying Put,Childrens Services
REDACTED PERSONAL INFORMATION,453.18,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,611.24,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,68.92,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,-15,45329,Income Receipts,Children Services
REDACTED PERSONAL INFORMATION,-1.5,45329,Ext Inc Other Recover Charges,Childrens Services
REDACTED PERSONAL INFORMATION,356.44,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,503.44,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,-14.98,45329,Income Receipts,Children Services
REDACTED PERSONAL INFORMATION,-1.54,45329,Ext Inc Other Recover Charges,Childrens Services
REDACTED PERSONAL INFORMATION,178.22,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,398.16,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,553.28,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,-14.98,45329,Income Receipts,Children Services
REDACTED PERSONAL INFORMATION,-1.54,45329,Ext Inc Other Recover Charges,Childrens Services
REDACTED PERSONAL INFORMATION,199.08,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,356.44,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,503.44,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,-16.05,45329,Income Receipts,Children Services
REDACTED PERSONAL INFORMATION,-1.54,45329,Ext Inc Other Recover Charges,Childrens Services
REDACTED PERSONAL INFORMATION,178.22,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,398.16,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,553.28,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,-14.98,45329,Income Receipts,Children Services
REDACTED PERSONAL INFORMATION,-1.54,45329,Ext Inc Other Recover Charges,Childrens Services
REDACTED PERSONAL INFORMATION,199.08,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,398.16,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,553.28,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,-14.98,45329,Income Receipts,Children Services
REDACTED PERSONAL INFORMATION,-1.54,45329,Ext Inc Other Recover Charges,Childrens Services
REDACTED PERSONAL INFORMATION,199.08,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,453.18,45329,Asylum Immigration,Childrens Services
REDACTED PERSONAL INFORMATION,611.24,45329,Asylum Immigration,Childrens Services
REDACTED PERSONAL INFORMATION,-14.98,45329,Income Receipts,Children Services
REDACTED PERSONAL INFORMATION,-1.54,45329,Ext Inc Other Recover Charges,Childrens Services
REDACTED PERSONAL INFORMATION,21.900000000000002,45329,Asylum Immigration,Childrens Services
REDACTED PERSONAL INFORMATION,453.18,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,560.14,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,-15,45329,Income Receipts,Children Services
REDACTED PERSONAL INFORMATION,-1.5,45329,Ext Inc Other Recover Charges,Childrens Services
REDACTED PERSONAL INFORMATION,398.16,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,502.04,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,-14.98,45329,Income Receipts,Children Services
REDACTED PERSONAL INFORMATION,-1.54,45329,Ext Inc Other Recover Charges,Childrens Services
REDACTED PERSONAL INFORMATION,398.16,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,502.04,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,-15,45329,Income Receipts,Children Services
REDACTED PERSONAL INFORMATION,-1.5,45329,Ext Inc Other Recover Charges,Childrens Services
REDACTED PERSONAL INFORMATION,349.86,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,443.94,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,-15,45329,Income Receipts,Children Services
REDACTED PERSONAL INFORMATION,-1.5,45329,Ext Inc Other Recover Charges,Childrens Services
REDACTED PERSONAL INFORMATION,398.16,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,553.28,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,-15,45329,Income Receipts,Children Services
REDACTED PERSONAL INFORMATION,-1.5,45329,Ext Inc Other Recover Charges,Childrens Services
REDACTED PERSONAL INFORMATION,527.94,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,648.62,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,453.18,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,560.14,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,-15,45329,Income Receipts,Children Services
REDACTED PERSONAL INFORMATION,-1.5,45329,Ext Inc Other Recover Charges,Childrens Services
REDACTED PERSONAL INFORMATION,453.18,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,560.14,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,-15,45329,Income Receipts,Children Services
REDACTED PERSONAL INFORMATION,-1.5,45329,Ext Inc Other Recover Charges,Childrens Services
REDACTED PERSONAL INFORMATION,226.6,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,398.16,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,502.04,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,-15,45329,Income Receipts,Children Services
REDACTED PERSONAL INFORMATION,-1.5,45329,Ext Inc Other Recover Charges,Childrens Services
REDACTED PERSONAL INFORMATION,453.18,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,560.14,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,-15,45329,Income Receipts,Children Services
REDACTED PERSONAL INFORMATION,-1.5,45329,Ext Inc Other Recover Charges,Childrens Services
REDACTED PERSONAL INFORMATION,85.32000000000001,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,107.58,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,97.11,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,120.03,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,56.88,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,71.72,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,56.88,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,71.72,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,22.76,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,398.16,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,502.04,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,-15,45329,Income Receipts,Children Services
REDACTED PERSONAL INFORMATION,-1.5,45329,Ext Inc Other Recover Charges,Childrens Services
REDACTED PERSONAL INFORMATION,398.16,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,502.04,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,-15,45329,Income Receipts,Children Services
REDACTED PERSONAL INFORMATION,-1.5,45329,Ext Inc Other Recover Charges,Childrens Services
REDACTED PERSONAL INFORMATION,317.94,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,433.44,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,-15,45329,Income Receipts,Children Services
REDACTED PERSONAL INFORMATION,-1.5,45329,Ext Inc Other Recover Charges,Childrens Services
REDACTED PERSONAL INFORMATION,527.94,45329,Asylum Immigration,Childrens Services
REDACTED PERSONAL INFORMATION,648.62,45329,Asylum Immigration,Childrens Services
REDACTED PERSONAL INFORMATION,-14.98,45329,Income Receipts,Children Services
REDACTED PERSONAL INFORMATION,-1.54,45329,Ext Inc Other Recover Charges,Childrens Services
REDACTED PERSONAL INFORMATION,32.37,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,40.01,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,-1.07,45329,Income Receipts,Children Services
REDACTED PERSONAL INFORMATION,-0.11,45329,Ext Inc Other Recover Charges,Childrens Services
REDACTED PERSONAL INFORMATION,398.16,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,502.04,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,-14.98,45329,Income Receipts,Children Services
REDACTED PERSONAL INFORMATION,-1.54,45329,Ext Inc Other Recover Charges,Childrens Services
REDACTED PERSONAL INFORMATION,453.18,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,560.14,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,-15,45329,Income Receipts,Children Services
REDACTED PERSONAL INFORMATION,-1.5,45329,Ext Inc Other Recover Charges,Childrens Services
REDACTED PERSONAL INFORMATION,453.18,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,560.14,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,-15,45329,Income Receipts,Children Services
REDACTED PERSONAL INFORMATION,550.29,45329,Asylum Immigration,Childrens Services
REDACTED PERSONAL INFORMATION,680.17,45329,Asylum Immigration,Childrens Services
REDACTED PERSONAL INFORMATION,-18.19,45329,Income Receipts,Children Services
REDACTED PERSONAL INFORMATION,453.18,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,560.14,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,-14.98,45329,Income Receipts,Children Services
REDACTED PERSONAL INFORMATION,-1.54,45329,Ext Inc Other Recover Charges,Childrens Services
REDACTED PERSONAL INFORMATION,527.94,45329,LC Staying Put,Childrens Services
REDACTED PERSONAL INFORMATION,648.62,45329,LC Staying Put,Childrens Services
REDACTED PERSONAL INFORMATION,453.18,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,560.14,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,-15,45329,Income Receipts,Children Services
REDACTED PERSONAL INFORMATION,-1.5,45329,Ext Inc Other Recover Charges,Childrens Services
REDACTED PERSONAL INFORMATION,453.18,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,560.14,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,-15,45329,Income Receipts,Children Services
REDACTED PERSONAL INFORMATION,-1.5,45329,Ext Inc Other Recover Charges,Childrens Services
REDACTED PERSONAL INFORMATION,349.86,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,443.94,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,-15,45329,Income Receipts,Children Services
REDACTED PERSONAL INFORMATION,-1.5,45329,Ext Inc Other Recover Charges,Childrens Services
REDACTED PERSONAL INFORMATION,527.94,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,648.62,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,-15,45329,Income Receipts,Children Services
REDACTED PERSONAL INFORMATION,-1.5,45329,Ext Inc Other Recover Charges,Childrens Services
REDACTED PERSONAL INFORMATION,264.04,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,356.44,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,503.44,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,-15,45329,Income Receipts,Children Services
REDACTED PERSONAL INFORMATION,-1.5,45329,Ext Inc Other Recover Charges,Childrens Services
REDACTED PERSONAL INFORMATION,323.7,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,436.6,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,-10.700000000000001,45329,Income Receipts,Children Services
REDACTED PERSONAL INFORMATION,323.7,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,436.6,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,-10.700000000000001,45329,Income Receipts,Children Services
REDACTED PERSONAL INFORMATION,199.92000000000002,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,282.96,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,-8.56,45329,Income Receipts,Children Services
REDACTED PERSONAL INFORMATION,527.94,45329,Asylum Immigration,Childrens Services
REDACTED PERSONAL INFORMATION,699.86,45329,Asylum Immigration,Childrens Services
REDACTED PERSONAL INFORMATION,-15,45329,Income Receipts,Children Services
REDACTED PERSONAL INFORMATION,-1.5,45329,Ext Inc Other Recover Charges,Childrens Services
REDACTED PERSONAL INFORMATION,349.86,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,495.18,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,-15,45329,Income Receipts,Children Services
REDACTED PERSONAL INFORMATION,-1.5,45329,Ext Inc Other Recover Charges,Childrens Services
REDACTED PERSONAL INFORMATION,527.94,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,648.62,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,-15,45329,Income Receipts,Children Services
REDACTED PERSONAL INFORMATION,-1.5,45329,Ext Inc Other Recover Charges,Childrens Services
REDACTED PERSONAL INFORMATION,349.86,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,443.94,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,-14.98,45329,Income Receipts,Children Services
REDACTED PERSONAL INFORMATION,-1.54,45329,Ext Inc Other Recover Charges,Childrens Services
REDACTED PERSONAL INFORMATION,163.95000000000002,45329,Equipment,Childrens Services
REDACTED PERSONAL INFORMATION,-370.64,45329,LC Staying Put,Childrens Services
REDACTED PERSONAL INFORMATION,420.81,45329,Asylum Immigration,Childrens Services
REDACTED PERSONAL INFORMATION,472.55,45329,Asylum Immigration,Childrens Services
REDACTED PERSONAL INFORMATION,-13.91,45329,Income Receipts,Children Services
REDACTED PERSONAL INFORMATION,100,45329,Asylum Immigration,Childrens Services
REDACTED PERSONAL INFORMATION,28.560000000000002,45329,LC Staying Put,Childrens Services
REDACTED PERSONAL INFORMATION,550.29,45329,Asylum Immigration,Childrens Services
REDACTED PERSONAL INFORMATION,680.17,45329,Asylum Immigration,Childrens Services
REDACTED PERSONAL INFORMATION,-18.19,45329,Income Receipts,Children Services
REDACTED PERSONAL INFORMATION,100,45329,Asylum Immigration,Childrens Services
REDACTED PERSONAL INFORMATION,453.18,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,508.90000000000003,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,-15,45329,Income Receipts,Children Services
REDACTED PERSONAL INFORMATION,-1.5,45329,Ext Inc Other Recover Charges,Childrens Services
REDACTED PERSONAL INFORMATION,264,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,648.58,45329,LC Staying Put,Childrens Services
REDACTED PERSONAL INFORMATION,356.44,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,452.2,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,-14.98,45329,Income Receipts,Children Services
REDACTED PERSONAL INFORMATION,-1.54,45329,Ext Inc Other Recover Charges,Childrens Services
REDACTED PERSONAL INFORMATION,356.44,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,452.2,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,-14.98,45329,Income Receipts,Children Services
REDACTED PERSONAL INFORMATION,-1.54,45329,Ext Inc Other Recover Charges,Childrens Services
REDACTED PERSONAL INFORMATION,398.16,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,450.8,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,-14.98,45329,Income Receipts,Children Services
REDACTED PERSONAL INFORMATION,-1.54,45329,Ext Inc Other Recover Charges,Childrens Services
REDACTED PERSONAL INFORMATION,356.44,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,400.96000000000004,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,-14.98,45329,Income Receipts,Children Services
REDACTED PERSONAL INFORMATION,-1.54,45329,Ext Inc Other Recover Charges,Childrens Services
REDACTED PERSONAL INFORMATION,398.16,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,452.2,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,-14.98,45329,Income Receipts,Children Services
REDACTED PERSONAL INFORMATION,398.16,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,452.2,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,-14.98,45329,Income Receipts,Children Services
REDACTED PERSONAL INFORMATION,398.16,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,452.2,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,-14.98,45329,Income Receipts,Children Services
REDACTED PERSONAL INFORMATION,527.94,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,648.62,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,-15,45329,Income Receipts,Children Services
REDACTED PERSONAL INFORMATION,-1.5,45329,Ext Inc Other Recover Charges,Childrens Services
REDACTED PERSONAL INFORMATION,75,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,75,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,75.42,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,92.66,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,301.68,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,370.64,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,97.11,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,120.03,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,527.94,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,597.38,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,-14.98,45329,Income Receipts,Children Services
REDACTED PERSONAL INFORMATION,-1.54,45329,Ext Inc Other Recover Charges,Childrens Services
REDACTED PERSONAL INFORMATION,349.86,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,392.7,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,-14.98,45329,Income Receipts,Children Services
REDACTED PERSONAL INFORMATION,-1.54,45329,Ext Inc Other Recover Charges,Childrens Services
REDACTED PERSONAL INFORMATION,398.16,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,450.8,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,-14.98,45329,Income Receipts,Children Services
REDACTED PERSONAL INFORMATION,-1.54,45329,Ext Inc Other Recover Charges,Childrens Services
REDACTED PERSONAL INFORMATION,159.32,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,82.8,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,398.16,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,450.8,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,-14.98,45329,Income Receipts,Children Services
REDACTED PERSONAL INFORMATION,-1.54,45329,Ext Inc Other Recover Charges,Childrens Services
REDACTED PERSONAL INFORMATION,159.32,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,453.18,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,508.90000000000003,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,-14.98,45329,Income Receipts,Children Services
REDACTED PERSONAL INFORMATION,-1.54,45329,Ext Inc Other Recover Charges,Childrens Services
REDACTED PERSONAL INFORMATION,398.16,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,450.8,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,-14.98,45329,Income Receipts,Children Services
REDACTED PERSONAL INFORMATION,-1.54,45329,Ext Inc Other Recover Charges,Childrens Services
REDACTED PERSONAL INFORMATION,159.32,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,398.16,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,450.8,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,-15,45329,Income Receipts,Children Services
REDACTED PERSONAL INFORMATION,-79.96000000000001,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,356.44,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,452.2,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,-14.98,45329,Income Receipts,Children Services
REDACTED PERSONAL INFORMATION,-1.54,45329,Ext Inc Other Recover Charges,Childrens Services
REDACTED PERSONAL INFORMATION,356.44,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,452.2,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,-14.98,45329,Income Receipts,Children Services
REDACTED PERSONAL INFORMATION,-1.54,45329,Ext Inc Other Recover Charges,Childrens Services
REDACTED PERSONAL INFORMATION,527.94,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,648.62,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,-14.98,45329,Income Receipts,Children Services
REDACTED PERSONAL INFORMATION,-1.54,45329,Ext Inc Other Recover Charges,Childrens Services
REDACTED PERSONAL INFORMATION,374.85,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,420.75,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,-16.05,45329,Income Receipts,Children Services
REDACTED PERSONAL INFORMATION,374.85,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,420.75,45329,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,-16.05,45329,Income Receipts,Children Services
REDACTED PERSONAL INFORMATION,356.44,45329,Special Guardianship Orders - Section 14,Childrens Services
REDACTED PERSONAL INFORMATION,452.2,45329,Special Guardianship Orders - Section 14,Childrens Services
REDACTED PERSONAL INFORMATION,-1.07,45329,Income Receipts,Children Services
REDACTED PERSONAL INFORMATION,-28.900000000000002,45329,Special Guardianship Orders - Section 14,Childrens Services
REDACTED PERSONAL INFORMATION,398.16,45329,Special Guardianship Orders - Section 14,Childrens Services
REDACTED PERSONAL INFORMATION,502.04,45329,Special Guardianship Orders - Section 14,Childrens Services
REDACTED PERSONAL INFORMATION,-1.07,45329,Income Receipts,Children Services
REDACTED PERSONAL INFORMATION,-43.6,45329,Special Guardianship Orders - Section 14,Childrens Services
SANCTUARY CARE LTD,6983.860000000001,45328,Private Sector Nursing Homes,Health and Adult Services
RSP RAIL TRAVEL  ACCOUNT,15.200000000000001,45327,Travel Expenses,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,15,45327,Transport For Parent Car,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,30.400000000000002,45327,Transport For Parent Car,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,143.8,45327,Travel Expenses,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,414.2,45327,Travel Expenses,Childrens Services
RSP RAIL TRAVEL  ACCOUNT,88.7,45327,Transport For Children,Childrens Services
